user_index,tsne_1,tsne_2,cluster
170206,-2.1134717,-63.31061,1
219584,-9.000717,82.02354,2
20969,39.70255,56.555744,3
277054,-18.01739,95.546196,2
940,70.51028,81.18673,5
244270,-51.45679,-48.57872,2
77184,38.91292,59.059113,3
138741,14.096418,-62.350246,1
168367,3.1192,-94.76621,1
279836,-122.65833,21.53219,2
70994,36.49311,-27.099848,1
313526,-73.02253,-83.62335,2
123649,17.06992,-44.71414,1
124616,-10.403735,-1.5091032,2
31767,57.00812,53.522537,3
193743,1.7742635,-88.81858,1
291830,-146.13774,-22.19969,2
58526,20.815533,42.85312,3
282537,-110.28008,5.3727016,2
296246,-105.92744,-89.95896,2
48721,61.006824,2.702317,3
101768,46.675755,-35.975487,1
41820,44.598675,66.10452,3
294426,-35.690018,105.973404,2
114195,34.04449,-62.93881,1
175031,-25.926281,-54.606705,1
10912,95.16617,53.120434,3
8934,72.580734,65.91159,3
201148,-18.68047,71.45656,2
261581,-101.46051,2.5702777,2
104728,13.299794,-33.02595,1
244153,-33.38497,68.702774,2
13768,41.792847,28.582602,3
44063,67.33885,16.367922,3
119012,45.887726,-20.428593,1
2101,72.85979,45.763065,3
180639,-26.048815,-13.178253,2
148701,8.817021,-80.65147,1
123041,-2.1018941,-32.145687,1
211001,-38.796066,-69.10525,2
245901,-83.934814,-0.29235518,2
166015,-15.820659,49.464245,2
129444,26.021643,-78.80378,1
23358,64.42301,51.567528,3
63977,24.599344,27.856194,1
286820,-49.884285,-102.553116,2
258728,-89.0445,-43.22039,2
11446,36.685844,82.81553,4
139053,-1.4350034,9.21059,1
178613,-32.03458,40.832294,2
50089,23.459923,10.02259,1
172537,-10.927353,-49.207592,1
194472,-38.681267,-33.732487,2
241782,-68.545,1.4646177,2
279494,-112.53632,76.53109,2
75155,29.902348,68.41131,1
79002,36.09373,-46.122185,1
116128,12.808816,-37.376595,1
